Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link,
S45088614,nfl,9/21/14,$10M FFFC Qualifier ($5),$60k,112.62,,3986,21664,Tournament,5,0,https://www.fanduel.com/entry/EOOAORPNR,
S45083481,nfl,9/21/14,NFL 50/50 League,$60k,106.4,,25,100,Tournament,1,1.8,https://www.fanduel.com/entry/ASOCJVIMX,
S45083091,nfl,9/21/14,NFL Head-to-head,$60k,106.4,69.18,1,2,donnie1123,1,1.8,https://www.fanduel.com/entry/DOITQIWDB,
S45083095,nfl,9/21/14,NFL Head-to-head,$60k,106.4,103.66,1,2,ndog12,1,1.8,https://www.fanduel.com/entry/DIZSTQGYP,
S45083097,nfl,9/21/14,NFL Head-to-head,$60k,106.4,99.42,1,2,dukies17,1,1.8,https://www.fanduel.com/entry/DHXXUHJCX,
S45082762,nfl,9/21/14,$2500 Sun NFL Mini Dive #18,$60k,106.4,,853,2873,Tournament,1,0,https://www.fanduel.com/entry/EZGCHCRGH,
S45082375,nfl,9/21/14,$10M FFFC Qualifier ($5),$60k,106.4,,6200,21664,Tournament,5,0,https://www.fanduel.com/entry/CORKGVMVN,
S44547699,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,48.25,46,1,2,robgreco,1,1.8,https://www.fanduel.com/entry/EEJWRNSOD,
S44547700,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,40.5,33.16,1,2,acucla41,1,1.8,https://www.fanduel.com/entry/EDIBSEUSL,
S44547702,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,48.25,39,1,2,zalapskismurf,1,1.8,https://www.fanduel.com/entry/EHBKCXADJ,
S44547704,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,40.5,24.91,1,2,diecast747,2,3.6,https://www.fanduel.com/entry/EFZPDOCHR,
S44547705,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,48.25,38.5,1,2,diecast747,2,3.6,https://www.fanduel.com/entry/EAQOGVNDF,
S44547706,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,60,12.91,1,2,yyz5,2,3.6,https://www.fanduel.com/entry/DZOTHMPHN,
S44547709,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,60,21,1,2,dips56,5,9,https://www.fanduel.com/entry/ECUEFNIUP,
S44547710,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,40.5,52,2,2,naapstermaan,5,0,https://www.fanduel.com/entry/ECGGSVWWT,
S44547712,mlb,9/20/14,MLB Head-to-head (Early Only),$35k,48.25,43.5,1,2,craig9887,5,9,https://www.fanduel.com/entry/EBELTMZBB,
S44547608,mlb,9/20/14,$750 Sat MLB Triple Up ($5_ Early Only),$35k,48.25,,13,167,Tournament,5,15,https://www.fanduel.com/entry/CGQWIYJHV,
S44547597,mlb,9/20/14,$500 Sat MLB Double Up ($5_ Early Only),$35k,40.5,,41,112,Tournament,5,10,https://www.fanduel.com/entry/CIGOUYTBJ,
S44547587,mlb,9/20/14,$500 Sat MLB Double Up ($5_ Early Only),$35k,60,,3,112,Tournament,5,10,https://www.fanduel.com/entry/CNPPRRIFV,
S44547577,mlb,9/20/14,$500 Sat MLB Double Up ($5_ Early Only),$35k,48.25,,13,112,Tournament,5,10,https://www.fanduel.com/entry/BPABGUGAX,
S44547567,mlb,9/20/14,$500 Sat MLB Double Up ($5_ Early Only),$35k,48.25,,16,112,Tournament,5,10,https://www.fanduel.com/entry/BUJCDMVFJ,
S44547502,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,48.25,,559,6736,Tournament,2,5,https://www.fanduel.com/entry/DDCUVDPVJ,
S44547476,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,40.5,,1578,6736,Tournament,2,0,https://www.fanduel.com/entry/EUYWUFFAT,
S44547473,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,60,,54,6736,Tournament,2,25,https://www.fanduel.com/entry/FAVVDPGDB,
S44547468,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,30.25,,3952,6736,Tournament,2,0,https://www.fanduel.com/entry/EZGCROWJN,
S44547458,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,49.5,,436,6736,Tournament,2,5,https://www.fanduel.com/entry/EBELTJGCL,
S44547448,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,35.75,,2617,6736,Tournament,2,0,https://www.fanduel.com/entry/EFZPDKJJB,
S44547441,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,37.75,,2166,6736,Tournament,2,0,https://www.fanduel.com/entry/EJSXOCOTZ,
S44547360,mlb,9/20/14,$14K Sat MLB Squeeze (Early Only),$35k,48.25,,559,6736,Tournament,2,5,https://www.fanduel.com/entry/CCJQLZWUX,
S44350282,mlb,9/19/14,$1K Fri MLB Squeeze #2,$35k,29,,448,558,Tournament,2,0,https://www.fanduel.com/entry/BBQMCSKVQ,
S44303833,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,58.25,2,2,mike5754,1,0,https://www.fanduel.com/entry/DOITMILPZ,
S44303834,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,60.5,2,2,postalduel ,1,0,https://www.fanduel.com/entry/DIZSPPWLN,
S44303836,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,24.75,1,2,tyreich,1,1.8,https://www.fanduel.com/entry/DILVCYKNR,
S44303837,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,30.16,1,2,supacal19,1,1.8,https://www.fanduel.com/entry/DHXXQGYPV,
S44303838,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,62.25,2,2,billsfan7,1,0,https://www.fanduel.com/entry/DLRGAZEAT,
S44303839,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,26.25,1,2,dr1515,2,3.6,https://www.fanduel.com/entry/DKPLBQGFB,
S44303841,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,56.75,2,2,spikers,2,0,https://www.fanduel.com/entry/DKBNOYUHF,
S44303842,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,42.83,2,2,coachlev19,2,0,https://www.fanduel.com/entry/BXAOZYIIL,
S44303843,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,46.25,2,2,doucheburger,2,0,https://www.fanduel.com/entry/BWMRNGWKP,
S44303844,mlb,9/19/14,MLB Head-to-head (Late),$35k,36.66,43.25,2,2,zachj7,2,0,https://www.fanduel.com/entry/BZEEYQDZV,
S44303847,mlb,9/19/14,MLB Head-to-head (Late),$35k,36.66,50.25,2,2,broncs4sb,5,0,https://www.fanduel.com/entry/BYQHLYSBZ,
S44303848,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,39.75,1,2,uselogic,5,9,https://www.fanduel.com/entry/BXOMMPUGH,
S44303850,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,69.5,2,2,craig9887,5,0,https://www.fanduel.com/entry/BSFLPXFBV,
S44303852,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,43.5,2,2,nothinbutgold62,5,0,https://www.fanduel.com/entry/BRRODFTDZ,
S44303853,mlb,9/19/14,MLB Head-to-head (Late),$35k,41.25,43.5,2,2,nothinbutgold62,5,0,https://www.fanduel.com/entry/BRDQQOHGD,
S44302808,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,41.25,,160,223,Tournament,5,0,https://www.fanduel.com/entry/DOWREEDPZ,
S44302776,mlb,9/19/14,$5K Fri MLB Multi-Entry Double Up ($5),$35k,49,,543,1115,Tournament,5,0,https://www.fanduel.com/entry/CXTTORMGX,
S44302767,mlb,9/19/14,$5K Fri MLB Multi-Entry Double Up ($5),$35k,41.25,,798,1115,Tournament,5,0,https://www.fanduel.com/entry/DCOWYSPNN,
S44302749,mlb,9/19/14,$5K Fri MLB Multi-Entry Double Up ($5),$35k,41.25,,798,1115,Tournament,5,0,https://www.fanduel.com/entry/EQDTAKNKD,
S44302742,mlb,9/19/14,$5K Fri MLB Multi-Entry Double Up ($5),$35k,36.66,,915,1115,Tournament,5,0,https://www.fanduel.com/entry/EYEHIMKDV,
S44302670,mlb,9/19/14,$5K Fri MLB Multi-Entry Double Up ($5),$35k,49,,543,1115,Tournament,5,0,https://www.fanduel.com/entry/BDUBRJGFZ,
S44302660,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,41.25,,162,223,Tournament,5,0,https://www.fanduel.com/entry/BEVWQSEBR,
S44302649,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,49,,103,223,Tournament,5,0,https://www.fanduel.com/entry/AGUFSMNUP,
S44302636,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,36.66,,183,223,Tournament,5,0,https://www.fanduel.com/entry/AJLTDVVJV,
S44302626,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,41.25,,175,223,Tournament,5,0,https://www.fanduel.com/entry/AOUUAOKOH,
S44302617,mlb,9/19/14,$1K Fri MLB Double Up ($5),$35k,36.66,,182,223,Tournament,5,0,https://www.fanduel.com/entry/CGCYMYNVV,
S44302585,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,41.25,,5592,13967,Tournament,2,0,https://www.fanduel.com/entry/BPAAXLWMT,
S44302574,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,36.66,,7648,13967,Tournament,2,0,https://www.fanduel.com/entry/BUWZGVXPB,
S44302562,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,49,,2788,13967,Tournament,2,0,https://www.fanduel.com/entry/BXAPFNTGL,
S44302566,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,58.41,,827,13967,Tournament,2,5,https://www.fanduel.com/entry/BZEFEFOXV,
S44302551,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,24.25,,12378,13967,Tournament,2,0,https://www.fanduel.com/entry/DPKORGUJR,
S44302547,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,30.91,,10211,13967,Tournament,2,0,https://www.fanduel.com/entry/DNGYSOYSH,
S44302540,mlb,9/19/14,$25K Fri MLB Squeeze,$35k,68.5,,113,13967,Tournament,2,30,https://www.fanduel.com/entry/DRAHDHEDF,
S44302331,mlb,9/19/14,$3500 Fri MLB Bunt,$35k,41.25,,1341,3910,Tournament,1,0,https://www.fanduel.com/entry/BJRAAPOJR,
S44012719,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,48.25,,1085,15618,Tournament,2,5,https://www.fanduel.com/entry/DCOWDXYGM,
S44012705,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,29.25,,8211,15618,Tournament,2,0,https://www.fanduel.com/entry/ESHIEHRUM,
S44012707,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,36.58,,4612,15618,Tournament,2,0,https://www.fanduel.com/entry/DESMCPTXW,
S44012701,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,44.75,,1848,15618,Tournament,2,5,https://www.fanduel.com/entry/EQDSFPWDC,
S44012665,mlb,9/18/14,$300 Thu MLB Mini Bunt,$35k,55.5,,5,265,Tournament,1,10,https://www.fanduel.com/entry/EFLQMERUE,
S43946843,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,27.25,1,2,huzrfan,5,9,https://www.fanduel.com/entry/ASOBLSXLX,
S43946846,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,57.75,2,2,craig9887,5,0,https://www.fanduel.com/entry/AVFOXCFBD,
S43946848,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,54.75,1,2,baloo3101,5,9,https://www.fanduel.com/entry/AUDTXTHFL,
S43946850,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,42.25,1,2,bringemvaught,5,9,https://www.fanduel.com/entry/ENMEUCVPH,
S43946814,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,18.5,1,2,rich_13,1,1.8,https://www.fanduel.com/entry/ADOTUYBUF,
S43946816,mlb,9/18/14,MLB Head-to-head (Late),$35k,47.75,26.75,1,2,jacyk,1,1.8,https://www.fanduel.com/entry/ADAWIGPWJ,
S43946818,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,44.5,1,2,shutyomouth,1,1.8,https://www.fanduel.com/entry/BEHYEMZQN,
S43946822,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,17.25,1,2,kidklone03,1,1.8,https://www.fanduel.com/entry/BHNJCNTDP,
S43946826,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,31.5,1,2,soxpats34,1,1.8,https://www.fanduel.com/entry/BBQKTDSBH,
S43946828,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,21.25,1,2,polot,2,3.6,https://www.fanduel.com/entry/BAOPTUUFP,
S43946830,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,54.5,1,2,raygo,2,3.6,https://www.fanduel.com/entry/BCSFSMPWZ,
S43946833,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,42.25,1,2,acgchief,2,3.6,https://www.fanduel.com/entry/AXJEVUASN,
S43946836,mlb,9/18/14,MLB Head-to-head (Late),$35k,55.5,48.5,1,2,bulldawgs101,2,3.6,https://www.fanduel.com/entry/AWHJWLCWV,
S43946838,mlb,9/18/14,MLB Head-to-head (Late),$35k,36.5,48.5,2,2,thedude404,2,0,https://www.fanduel.com/entry/AYYXHUKMB,
S43946841,mlb,9/18/14,MLB Head-to-head (Late),$35k,36.5,33.75,1,2,schwey,5,9,https://www.fanduel.com/entry/AXXCILMQJ,
S43946694,mlb,9/18/14,$1500 Thu MLB Single,$35k,55.5,,8,335,Tournament,5,40,https://www.fanduel.com/entry/DYMWZDWLT,
S43946665,mlb,9/18/14,$900 Thu MLB Quintuple Up - 5X ($5),$35k,55.5,,8,201,Tournament,5,25,https://www.fanduel.com/entry/DFUGXQVJD,
S43946642,mlb,9/18/14,$600 Thu MLB Triple Up ($5),$35k,55.5,,8,134,Tournament,5,15,https://www.fanduel.com/entry/EWAQKSAUZ,
S43946619,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,47.75,,88,223,Tournament,5,10,https://www.fanduel.com/entry/EACPLEGFH,
S43946595,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,47.75,,88,223,Tournament,5,10,https://www.fanduel.com/entry/EMYHDHGFP,
S43946564,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,55.5,,14,223,Tournament,5,10,https://www.fanduel.com/entry/BEVVRASPT,
S43946547,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,55.5,,12,223,Tournament,5,10,https://www.fanduel.com/entry/AFSJTMEMZ,
S43946527,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,55.5,,12,223,Tournament,5,10,https://www.fanduel.com/entry/CCXMPGIWV,
S43946503,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,55.5,,13,223,Tournament,5,10,https://www.fanduel.com/entry/CPTEHJIXD,
S43946485,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,36.5,,157,223,Tournament,5,0,https://www.fanduel.com/entry/BMWJZCPJL,
S43946470,mlb,9/18/14,$1K Thu MLB Double Up ($5),$35k,36.5,,157,223,Tournament,5,0,https://www.fanduel.com/entry/BZEEEODLX,
S43946416,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,55.5,,121,15618,Tournament,2,25,https://www.fanduel.com/entry/DBNBADLBT,
S43946408,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,36.5,,4638,15618,Tournament,2,0,https://www.fanduel.com/entry/DGIEKEOIJ,
S43946391,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,47.75,,1178,15618,Tournament,2,5,https://www.fanduel.com/entry/EXQIWORPX,
S43946377,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,54.5,,168,15618,Tournament,2,20,https://www.fanduel.com/entry/FFCZRZCLT,
S43946368,mlb,9/18/14,$30K Thu MLB Squeeze,$35k,45.5,,1655,15618,Tournament,2,5,https://www.fanduel.com/entry/EBSHXAXAF,
S43946270,mlb,9/18/14,$4K Thu MLB Bunt,$35k,45.83,,314,4452,Tournament,1,2.5,https://www.fanduel.com/entry/CDLKCIZQN,
S43585088,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,39,2,2,nicthefreak,1,0,https://www.fanduel.com/entry/ADAXBBBXM,
S43585090,mlb,9/17/14,MLB Head-to-head (Late),$35k,4.41,27.25,2,2,mike5754,1,0,https://www.fanduel.com/entry/ACMZOJPZQ,
S43585091,mlb,9/17/14,MLB Head-to-head (Late),$35k,4.41,22.75,2,2,kicker41,1,0,https://www.fanduel.com/entry/BFXRJHVLE,
S43585092,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,22,2,2,peterb21,1,0,https://www.fanduel.com/entry/BEVWJYXPM,
S43585094,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,42.75,2,2,shutyomouth,1,0,https://www.fanduel.com/entry/BEHYXHLRQ,
S43585095,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,39.5,2,2,segura,2,0,https://www.fanduel.com/entry/BHNJVIFES,
S43585097,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,39.5,2,2,segura,2,0,https://www.fanduel.com/entry/BGZMIQTGW,
S43585098,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,39.5,2,2,segura,2,0,https://www.fanduel.com/entry/BGLOVZHJA,
S43585099,mlb,9/17/14,MLB Head-to-head (Late),$35k,17,39.5,2,2,segura,2,0,https://www.fanduel.com/entry/BBCNZGSEO,
S43585101,mlb,9/17/14,MLB Head-to-head (Late),$35k,17,39.5,2,2,segura,2,0,https://www.fanduel.com/entry/BAOQMPGGS,
S43585102,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,45,2,2,mambro66,5,0,https://www.fanduel.com/entry/BAASZXUIW,
S43585103,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,15.5,1,2,dobsonboys,5,9,https://www.fanduel.com/entry/BDUBKPZTU,
S43585104,mlb,9/17/14,MLB Head-to-head (Late),$35k,4.41,20,2,2,csuram88,5,0,https://www.fanduel.com/entry/BDGDXYNVY,
S43585105,mlb,9/17/14,MLB Head-to-head (Late),$35k,17,38.25,2,2,mattsax18,5,0,https://www.fanduel.com/entry/BCEIYPQAG,
S43585107,mlb,9/17/14,MLB Head-to-head (Late),$35k,16.75,10.16,1,2,00_oreo_00,5,9,https://www.fanduel.com/entry/AXJFOOMTQ,
S43584910,mlb,9/17/14,MLB 50/50 League (Late),$35k,16.75,,37,40,40 player league,5,0,https://www.fanduel.com/entry/EYSEOVULI,
S43584865,mlb,9/17/14,MLB 50/50 League (Late),$35k,16.75,,39,40,40 player league,5,0,https://www.fanduel.com/entry/AURSDQKAG,
S43584840,mlb,9/17/14,$900 Wed MLB Triple Up ($5),$35k,17,,183,201,Tournament,5,0,https://www.fanduel.com/entry/BHNJVTKAO,
S43584821,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,16.75,,14351,16759,Tournament,2,0,https://www.fanduel.com/entry/AFENAECKS,
S43584826,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,17,,14258,16759,Tournament,2,0,https://www.fanduel.com/entry/AGUFMEMEG,
S43584813,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,4.41,,16691,16759,Tournament,2,0,https://www.fanduel.com/entry/AJZQKFFRI,
S43584806,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,22.5,,11697,16759,Tournament,2,0,https://www.fanduel.com/entry/ANFBIFZEK,
S43584799,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,30.58,,6775,16759,Tournament,2,0,https://www.fanduel.com/entry/CDLKVHEQG,
S43584795,mlb,9/17/14,$30K Wed MLB Squeeze,$35k,5.66,,16646,16759,Tournament,2,0,https://www.fanduel.com/entry/CGCYGQMFM,
S43584737,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,17,,205,223,Tournament,5,0,https://www.fanduel.com/entry/DKPLAXPMS,
S43584719,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,17,,212,223,Tournament,5,0,https://www.fanduel.com/entry/DUFRUZVZY,
S43584699,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,17,,209,223,Tournament,5,0,https://www.fanduel.com/entry/CSKSMCAHY,
S43584688,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,4.41,,223,223,Tournament,5,0,https://www.fanduel.com/entry/DCOWSVSTA,
S43584659,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,4.41,,222,223,Tournament,5,0,https://www.fanduel.com/entry/EWARDXRRY,
S43584644,mlb,9/17/14,$1K Wed MLB Double Up ($5),$35k,16.75,,204,223,Tournament,5,0,https://www.fanduel.com/entry/FEBFLZOLQ,
S43584591,mlb,9/17/14,$3K Wed MLB Bunt,$35k,16.75,,2778,3352,Tournament,1,0,https://www.fanduel.com/entry/BDUBKXLRA,
S43535176,mlb,9/17/14,MLB Head-to-head,$35k,67.5,30.25,1,2,n8indahouse,1,1.8,https://www.fanduel.com/entry/BHNJMWFIL,
S43535177,mlb,9/17/14,MLB Head-to-head,$35k,67.5,46.5,1,2,hybrid3,1,1.8,https://www.fanduel.com/entry/BGZMAETKP,
S43535178,mlb,9/17/14,MLB Head-to-head,$35k,68.5,51.25,1,2,aaronabrown,1,1.8,https://www.fanduel.com/entry/BGLONNHMT,
S43535179,mlb,9/17/14,MLB Head-to-head,$35k,68.5,51.25,1,2,aaronabrown,1,1.8,https://www.fanduel.com/entry/BBCNQUSIH,
S43535181,mlb,9/17/14,MLB Head-to-head,$35k,68.5,51.25,1,2,aaronabrown,1,1.8,https://www.fanduel.com/entry/BAOQEDGKL,
S43535182,mlb,9/17/14,MLB Head-to-head,$35k,67.5,34.25,1,2,suchgreatsights,2,3.6,https://www.fanduel.com/entry/BAASRLUMP,
S43535183,mlb,9/17/14,MLB Head-to-head,$35k,67.5,39.66,1,2,zzzimsleeping,2,3.6,https://www.fanduel.com/entry/BDGDPMNZR,
S43535185,mlb,9/17/14,MLB Head-to-head,$35k,68.5,51.25,1,2,aaronabrown,2,3.6,https://www.fanduel.com/entry/BCSGCVCBV,
S43535186,mlb,9/17/14,MLB Head-to-head,$35k,68.5,60.25,1,2,davismattek,2,3.6,https://www.fanduel.com/entry/BCEIQDQDZ,
S43535187,mlb,9/17/14,MLB Head-to-head,$35k,68.5,41.75,1,2,lions16,2,3.6,https://www.fanduel.com/entry/AWVHTLAZN,
S43535189,mlb,9/17/14,MLB Head-to-head,$35k,67.5,21.25,1,2,tommy_gun,5,9,https://www.fanduel.com/entry/AVTMUCDDV,
S43535191,mlb,9/17/14,MLB Head-to-head,$35k,68.5,58,1,2,primetime420,5,9,https://www.fanduel.com/entry/AZMVEUIOT,
S43535192,mlb,9/17/14,MLB Head-to-head,$35k,68.5,51.25,1,2,spidey_85,5,9,https://www.fanduel.com/entry/AYYXSCWQX,
S43535193,mlb,9/17/14,MLB Head-to-head,$35k,68.5,67,1,2,fatman81,5,9,https://www.fanduel.com/entry/AYLAFLKTB,
S43535194,mlb,9/17/14,MLB Head-to-head,$35k,67.5,51.25,1,2,spidey_85,5,9,https://www.fanduel.com/entry/AXXCSTYVF,
S43267406,mlb,9/16/14,$200 Tue MLB Mini Squeeze #2,$35k,21.16,,91,112,Tournament,2,0,https://www.fanduel.com/entry/BFXRIPERZ,
S43173444,mlb,9/16/14,MLB Head-to-head,$35k,20.83,44.75,2,2,jmets,5,0,https://www.fanduel.com/entry/AHIDITFKU,
S43173445,mlb,9/16/14,MLB Head-to-head,$35k,20.83,18.91,1,2,96730,5,9,https://www.fanduel.com/entry/AGUFWBTMY,
S43173447,mlb,9/16/14,MLB Head-to-head,$35k,18.33,66,2,2,booourns,5,0,https://www.fanduel.com/entry/ABLEZJEIM,
S43173431,mlb,9/16/14,MLB Head-to-head,$35k,18.33,45,2,2,acgchief,1,0,https://www.fanduel.com/entry/AJZQUCNAA,
S43173432,mlb,9/16/14,MLB Head-to-head,$35k,18.33,30.58,2,2,lions16,1,0,https://www.fanduel.com/entry/AJLTHLBCE,
S43173433,mlb,9/16/14,MLB Head-to-head,$35k,18.33,67,2,2,segura,1,0,https://www.fanduel.com/entry/AMREFLUPG,
S43173435,mlb,9/16/14,MLB Head-to-head,$35k,33.5,67,2,2,segura,1,0,https://www.fanduel.com/entry/AMDGSUIRK,
S43173436,mlb,9/16/14,MLB Head-to-head,$35k,33.5,67,2,2,segura,1,0,https://www.fanduel.com/entry/ALPJGCWTO,
S43173437,mlb,9/16/14,MLB Head-to-head,$35k,20.83,23.25,2,2,blowsox13,2,0,https://www.fanduel.com/entry/ALBLTLKVS,
S43173438,mlb,9/16/14,MLB Head-to-head,$35k,18.33,45.5,2,2,cpm340,2,0,https://www.fanduel.com/entry/AGGIJKHPC,
S43173439,mlb,9/16/14,MLB Head-to-head,$35k,18.33,58,2,2,rgarza2011,2,0,https://www.fanduel.com/entry/AFSKWSVRG,
S43173440,mlb,9/16/14,MLB Head-to-head,$35k,18.33,21.83,2,2,segura,2,0,https://www.fanduel.com/entry/AFENKBJTK,
S43173441,mlb,9/16/14,MLB Head-to-head,$35k,20.83,21.83,2,2,segura,2,0,https://www.fanduel.com/entry/AEQPXJXVO,
S43173442,mlb,9/16/14,MLB Head-to-head,$35k,18.33,14.91,1,2,choko33,5,9,https://www.fanduel.com/entry/AIJYICDGM,
S43173443,mlb,9/16/14,MLB Head-to-head,$35k,33.5,27.41,1,2,lenbiasyouthcrew,5,9,https://www.fanduel.com/entry/AHWAVKRIQ,
S43172796,mlb,9/16/14,$900 Tue MLB Triple Up ($5),$35k,18.33,,187,201,Tournament,5,0,https://www.fanduel.com/entry/DCAZQJABC,
S43172715,mlb,9/16/14,$1K Tue MLB Double Up ($5),$35k,18.33,,208,223,Tournament,5,0,https://www.fanduel.com/entry/AURSSVQJS,
S43172698,mlb,9/16/14,$1K Tue MLB Double Up ($5),$35k,20.83,,204,223,Tournament,5,0,https://www.fanduel.com/entry/BDUCAGKZC,
S43172687,mlb,9/16/14,$1K Tue MLB Double Up ($5),$35k,33.5,,164,223,Tournament,5,0,https://www.fanduel.com/entry/BFJUMGUSQ,
S43172680,mlb,9/16/14,$1K Tue MLB Double Up ($5),$35k,20.83,,197,223,Tournament,5,0,https://www.fanduel.com/entry/AAXHRZRLK,
S43172657,mlb,9/16/14,$1K Tue MLB Double Up ($5),$35k,18.33,,210,223,Tournament,5,0,https://www.fanduel.com/entry/ANSZKCRLS,
S43172587,mlb,9/16/14,$5K Tue MLB Multi-Entry Double Up ($5),$35k,18.33,,1048,1115,Tournament,5,0,https://www.fanduel.com/entry/DLDJCUHUA,
S43172578,mlb,9/16/14,$5K Tue MLB Multi-Entry Double Up ($5),$35k,18.33,,1048,1115,Tournament,5,0,https://www.fanduel.com/entry/DPYMMVLAQ,
S43172572,mlb,9/16/14,$5K Tue MLB Multi-Entry Double Up ($5),$35k,33.5,,802,1115,Tournament,5,0,https://www.fanduel.com/entry/DTDXKWENS,
S43172562,mlb,9/16/14,$5K Tue MLB Multi-Entry Double Up ($5),$35k,20.83,,1017,1115,Tournament,5,0,https://www.fanduel.com/entry/DYMYHOTSE,
S43172557,mlb,9/16/14,$5K Tue MLB Multi-Entry Double Up ($5),$35k,20.83,,1017,1115,Tournament,5,0,https://www.fanduel.com/entry/CSYQNYSPG,
S43172490,mlb,9/16/14,$30K Tue MLB Squeeze,$35k,18.33,,14243,16759,Tournament,2,0,https://www.fanduel.com/entry/ECUEEYLAY,
S43172486,mlb,9/16/14,$30K Tue MLB Squeeze,$35k,20.83,,13093,16759,Tournament,2,0,https://www.fanduel.com/entry/EAQOGGPJO,
